Date;Product Name;Product Category
20.09.2019 10:25;Double Espresso (Grinder 1, Small);Espresso
20.09.2019 10:06;Kaffee (Grinder 2, Small);Coffee
20.09.2019 09:59;Kaffee (Grinder 2, Small);Coffee
20.09.2019 09:32;Espresso (Grinder 1, Small);Espresso
20.09.2019 09:31;Double Espresso (Grinder 1, Small);Espresso
20.09.2019 09:22;Espresso (Grinder 1, Small);Espresso
20.09.2019 09:15;Ristretto (Grinder 1, Small);Ristretto
20.09.2019 09:13;Double Espresso (Grinder 1, Small);Espresso
20.09.2019 09:12;Double Espresso (Grinder 1, Small);Espresso
20.09.2019 09:11;Espresso (Grinder 1, Small);Espresso
20.09.2019 09:10;Double Espresso (Grinder 1, Small);Espresso
20.09.2019 09:09;Espresso (Grinder 1, Small);Espresso
20.09.2019 09:09;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
20.09.2019 09:08;White Americano (Grinder 1, Milk 1, Small);White Americano
20.09.2019 09:07;Double Espresso (Grinder 1, Small);Espresso
20.09.2019 09:07;Espresso (Grinder 1, Small);Espresso
20.09.2019 09:06;Kaffee (Grinder 2, Small);Coffee
20.09.2019 09:05;Kaffee (Grinder 2, Small);Coffee
20.09.2019 09:05;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
20.09.2019 09:04;Kaffee (Grinder 2, Small);Coffee
20.09.2019 09:04;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
20.09.2019 09:03;Double Espresso (Grinder 1, Small);Espresso
20.09.2019 09:02;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
20.09.2019 09:01;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
20.09.2019 08:57;Kaffee (Grinder 2, Small);Coffee
20.09.2019 08:55;Kaffee (Grinder 2, Small);Coffee
20.09.2019 08:54;Kaffee (Grinder 2, Small);Coffee
20.09.2019 08:51;Kaffee (Grinder 2, Small);Coffee
20.09.2019 08:51;Kaffee (Grinder 2, Small);Coffee
20.09.2019 08:11;Espresso (Grinder 1, Small);Espresso
20.09.2019 08:05;Milch (Milk 1, Small);Milk
20.09.2019 08:04;Espresso (Grinder 1, Small);Espresso
20.09.2019 08:01;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
20.09.2019 07:47;Espresso (Grinder 1, Small);Espresso
20.09.2019 07:47;Kaffee (Grinder 2, Small);Coffee
20.09.2019 07:44;Kaffee (Grinder 2, Small);Coffee
20.09.2019 07:42;Ristretto (Grinder 1, Small);Ristretto
20.09.2019 07:41;Ristretto (Grinder 1, Small);Ristretto
20.09.2019 07:39;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
20.09.2019 07:33;Kaffee (Grinder 2, Small);Coffee
20.09.2019 07:26;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
20.09.2019 07:21;Kaffee (Grinder 2, Small);Coffee
20.09.2019 07:21;Kaffee (Grinder 2, Small);Coffee
20.09.2019 07:16;Double Espresso (Grinder 1, Small);Espresso
20.09.2019 07:15;Espresso (Grinder 1, Small);Espresso
20.09.2019 07:12;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
20.09.2019 07:07;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
20.09.2019 07:06;Espresso (Grinder 1, Small);Espresso
20.09.2019 07:03;Kaffee (Grinder 2, Small);Coffee
20.09.2019 06:54;Double Espresso (Grinder 1, Small);Espresso
20.09.2019 06:53;Tee (Small);Tea
20.09.2019 06:53;Double Espresso (Grinder 1, Small);Espresso
20.09.2019 06:52;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
20.09.2019 06:51;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
20.09.2019 06:45;White Americano (Grinder 1, Milk 1, Small);White Americano
20.09.2019 06:44;Espresso (Grinder 1, Small);Espresso
20.09.2019 06:36;Kaffee (Grinder 2, Small);Coffee
20.09.2019 06:30;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
20.09.2019 06:29;Kaffee (Grinder 2, Small);Coffee
20.09.2019 06:27;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
20.09.2019 06:27;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
20.09.2019 06:26;Tee (Small);Tea
20.09.2019 06:26;Double Espresso (Grinder 1, Small);Espresso
20.09.2019 06:22;Kaffee (Grinder 2, Small);Coffee
20.09.2019 06:21;Kaffee (Grinder 2, Small);Coffee
20.09.2019 06:21;Kaffee (Grinder 2, Small);Coffee
20.09.2019 06:07;Kaffee (Grinder 2, Small);Coffee
20.09.2019 06:06;Kaffee (Grinder 2, Small);Coffee
20.09.2019 05:54;Kaffee (Grinder 2, Small);Coffee
20.09.2019 05:54;Kaffee (Grinder 2, Small);Coffee
20.09.2019 05:45;Tee (Small);Tea
20.09.2019 05:45;Tee (Small);Tea
20.09.2019 05:45;Tee (Small);Tea
19.09.2019 16:34;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 16:31;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
19.09.2019 16:24;Espresso (Grinder 1, Small);Espresso
19.09.2019 16:24;Espresso (Grinder 1, Small);Espresso
19.09.2019 15:58;Espresso (Grinder 1, Small);Espresso
19.09.2019 15:55;Espresso (Grinder 1, Small);Espresso
19.09.2019 15:33;_Cleaning;_Cleaning
19.09.2019 15:00;Kaffee (Grinder 2, Small);Coffee
19.09.2019 14:55;Espresso (Grinder 1, Small);Espresso
19.09.2019 14:49;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 14:47;Kaffee (Grinder 2, Small);Coffee
19.09.2019 13:48;Kaffee (Grinder 2, Small);Coffee
19.09.2019 13:44;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
19.09.2019 13:19;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 13:17;Tee (Small);Tea
19.09.2019 13:17;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 13:13;Kaffee (Grinder 2, Small);Coffee
19.09.2019 13:09;Espresso (Grinder 1, Small);Espresso
19.09.2019 12:56;Tee (Small);Tea
19.09.2019 12:56;Tee (Small);Tea
19.09.2019 12:41;Espresso (Grinder 1, Small);Espresso
19.09.2019 12:32;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 12:31;Espresso (Grinder 1, Small);Espresso
19.09.2019 12:26;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 12:25;Espresso (Grinder 1, Small);Espresso
19.09.2019 12:20;Kaffee (Grinder 2, Small);Coffee
19.09.2019 12:18;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 12:16;Espresso (Grinder 1, Small);Espresso
19.09.2019 12:16;Espresso (Grinder 1, Small);Espresso
19.09.2019 12:15;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 12:13;Espresso (Grinder 1, Small);Espresso
19.09.2019 12:13;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 12:12;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 12:11;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 12:08;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 12:07;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 12:06;Espresso (Grinder 1, Small);Espresso
19.09.2019 10:46;Espresso (Grinder 1, Small);Espresso
19.09.2019 10:29;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
19.09.2019 10:28;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 09:54;Espresso (Grinder 1, Small);Espresso
19.09.2019 09:53;Espresso (Grinder 1, Small);Espresso
19.09.2019 09:53;Espresso (Grinder 1, Small);Espresso
19.09.2019 09:46;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 09:25;Ristretto (Grinder 1, Small);Ristretto
19.09.2019 09:23;Espresso (Grinder 1, Small);Espresso
19.09.2019 09:16;Tee (Small);Tea
19.09.2019 09:16;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 09:14;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
19.09.2019 09:13;Espresso (Grinder 1, Small);Espresso
19.09.2019 09:12;Espresso (Grinder 1, Small);Espresso
19.09.2019 09:12;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
19.09.2019 09:11;Espresso (Grinder 1, Small);Espresso
19.09.2019 09:11;Espresso (Grinder 1, Small);Espresso
19.09.2019 09:10;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
19.09.2019 09:10;Latte Macchiato (Grinder 1, Milk 1, Small);Latte Macchiato
19.09.2019 09:09;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 09:08;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 09:07;Espresso (Grinder 1, Small);Espresso
19.09.2019 09:07;Kaffee (Grinder 2, Small);Coffee
19.09.2019 09:06;Kaffee (Grinder 2, Small);Coffee
19.09.2019 09:06;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 09:05;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
19.09.2019 09:05;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 09:04;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
19.09.2019 09:03;Kaffee (Grinder 2, Small);Coffee
19.09.2019 09:03;Latte Macchiato (Grinder 1, Milk 1, Small);Latte Macchiato
19.09.2019 09:02;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
19.09.2019 09:01;Kaffee (Grinder 2, Small);Coffee
19.09.2019 09:00;Tee (Small);Tea
19.09.2019 09:00;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 08:53;Espresso (Grinder 1, Small);Espresso
19.09.2019 08:51;Kaffee (Grinder 2, Small);Coffee
19.09.2019 08:50;Kaffee (Grinder 2, Small);Coffee
19.09.2019 08:43;Milch (Milk 1, Small);Milk
19.09.2019 08:43;Ristretto (Grinder 1, Small);Ristretto
19.09.2019 08:38;Kaffee (Grinder 2, Small);Coffee
19.09.2019 08:37;Ristretto (Grinder 1, Small);Ristretto
19.09.2019 08:37;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
19.09.2019 08:30;Milch (Milk 1, Small);Milk
19.09.2019 08:30;Milch (Milk 1, Small);Milk
19.09.2019 08:28;Kaffee (Grinder 2, Small);Coffee
19.09.2019 08:24;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
19.09.2019 08:07;Kaffee (Grinder 2, Small);Coffee
19.09.2019 08:06;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 07:58;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
19.09.2019 07:49;Kaffee (Grinder 2, Small);Coffee
19.09.2019 07:48;Kaffee (Grinder 2, Small);Coffee
19.09.2019 07:46;Tee (Small);Tea
19.09.2019 07:46;Tee (Small);Tea
19.09.2019 07:39;Espresso (Grinder 1, Small);Espresso
19.09.2019 07:37;Ristretto (Grinder 1, Small);Ristretto
19.09.2019 07:37;Ristretto (Grinder 1, Small);Ristretto
19.09.2019 07:20;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
19.09.2019 07:19;Espresso (Grinder 1, Small);Espresso
19.09.2019 07:16;Espresso (Grinder 1, Small);Espresso
19.09.2019 07:16;Kaffee (Grinder 2, Small);Coffee
19.09.2019 07:15;Kaffee (Grinder 2, Small);Coffee
19.09.2019 07:12;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
19.09.2019 07:11;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
19.09.2019 07:08;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 07:07;Kaffee (Grinder 2, Small);Coffee
19.09.2019 07:03;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
19.09.2019 07:01;Tee (Small);Tea
19.09.2019 07:01;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 06:55;Tee (Small);Tea
19.09.2019 06:55;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 06:51;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
19.09.2019 06:50;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
19.09.2019 06:48;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 06:46;White Americano (Grinder 1, Milk 1, Small);White Americano
19.09.2019 06:45;Espresso (Grinder 1, Small);Espresso
19.09.2019 06:31;Kaffee (Grinder 2, Small);Coffee
19.09.2019 06:29;Kaffee (Grinder 2, Small);Coffee
19.09.2019 06:27;Tee (Small);Tea
19.09.2019 06:26;Tee (Small);Tea
19.09.2019 06:26;Kaffee (Grinder 2, Small);Coffee
19.09.2019 06:25;Kaffee (Grinder 2, Small);Coffee
19.09.2019 06:22;Kaffee (Grinder 2, Small);Coffee
19.09.2019 06:21;Tee (Small);Tea
19.09.2019 06:21;Double Espresso (Grinder 1, Small);Espresso
19.09.2019 06:15;Kaffee (Grinder 2, Small);Coffee
19.09.2019 06:14;Kaffee (Grinder 2, Small);Coffee
19.09.2019 06:10;Kaffee (Grinder 2, Small);Coffee
19.09.2019 06:10;Kaffee (Grinder 2, Small);Coffee
19.09.2019 06:09;Espresso (Grinder 1, Small);Espresso
19.09.2019 06:05;Kaffee (Grinder 2, Small);Coffee
19.09.2019 06:04;Kaffee (Grinder 2, Small);Coffee
19.09.2019 06:04;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
19.09.2019 06:03;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
19.09.2019 05:56;Tee (Small);Tea
19.09.2019 05:55;Tee (Small);Tea
19.09.2019 05:55;Tee (Small);Tea
18.09.2019 18:03;Kaffee (Grinder 2, Small);Coffee
18.09.2019 17:55;Tee (Small);Tea
18.09.2019 16:52;Tee (Small);Tea
18.09.2019 16:16;Tee (Small);Tea
18.09.2019 15:39;_Cleaning;_Cleaning
18.09.2019 15:04;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 15:02;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 15:01;Espresso (Grinder 1, Small);Espresso
18.09.2019 15:00;Tee (Small);Tea
18.09.2019 15:00;Tee (Small);Tea
18.09.2019 14:56;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
18.09.2019 14:54;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 14:53;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
18.09.2019 14:52;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 14:52;Espresso (Grinder 1, Small);Espresso
18.09.2019 14:51;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 14:50;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 14:50;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 14:48;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
18.09.2019 14:47;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 14:46;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
18.09.2019 14:45;Tee (Small);Tea
18.09.2019 14:45;Tee (Small);Tea
18.09.2019 14:45;Tee (Small);Tea
18.09.2019 14:45;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 14:43;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
18.09.2019 14:43;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
18.09.2019 14:24;White Americano (Grinder 1, Milk 1, Small);White Americano
18.09.2019 14:23;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
18.09.2019 14:22;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
18.09.2019 14:21;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
18.09.2019 14:18;Latte Macchiato (Grinder 1, Milk 1, Small);Latte Macchiato
18.09.2019 14:16;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
18.09.2019 14:16;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
18.09.2019 14:15;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
18.09.2019 14:15;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
18.09.2019 14:14;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
18.09.2019 14:13;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
18.09.2019 14:12;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
18.09.2019 14:11;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 14:11;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 14:10;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
18.09.2019 14:07;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
18.09.2019 13:42;Kaffee (Grinder 2, Small);Coffee
18.09.2019 13:24;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 13:15;Kaffee (Grinder 2, Small);Coffee
18.09.2019 13:10;Milchschaum (Milk 1, Small);Milk Foam
18.09.2019 13:06;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
18.09.2019 12:57;Tee (Small);Tea
18.09.2019 12:57;Tee (Small);Tea
18.09.2019 12:44;Tee (Small);Tea
18.09.2019 12:43;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 12:32;Tee (Small);Tea
18.09.2019 12:32;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 12:28;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
18.09.2019 12:16;Espresso (Grinder 1, Small);Espresso
18.09.2019 12:15;Espresso (Grinder 1, Small);Espresso
18.09.2019 12:14;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 12:14;Espresso (Grinder 1, Small);Espresso
18.09.2019 12:12;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 12:11;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
18.09.2019 12:10;Espresso (Grinder 1, Small);Espresso
18.09.2019 12:09;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 12:08;Kaffee (Grinder 2, Small);Coffee
18.09.2019 12:08;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 12:07;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 12:06;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 12:05;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 12:05;Espresso (Grinder 1, Small);Espresso
18.09.2019 12:02;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 11:52;Ristretto (Grinder 1, Small);Ristretto
18.09.2019 11:17;Kaffee (Grinder 2, Small);Coffee
18.09.2019 11:08;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
18.09.2019 10:57;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
18.09.2019 10:42;Tee (Small);Tea
18.09.2019 10:42;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 10:37;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
18.09.2019 10:27;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 10:22;Kaffee (Grinder 2, Small);Coffee
18.09.2019 09:58;Espresso (Grinder 1, Small);Espresso
18.09.2019 09:58;Espresso (Grinder 1, Small);Espresso
18.09.2019 09:57;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 09:36;Kaffee (Grinder 2, Small);Coffee
18.09.2019 09:19;Kaffee (Grinder 2, Small);Coffee
18.09.2019 09:15;Espresso (Grinder 1, Small);Espresso
18.09.2019 09:14;Kaffee (Grinder 2, Small);Coffee
18.09.2019 09:13;Espresso (Grinder 1, Small);Espresso
18.09.2019 09:12;Tee (Small);Tea
18.09.2019 09:12;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 09:11;White Americano (Grinder 1, Milk 1, Small);White Americano
18.09.2019 09:10;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
18.09.2019 09:09;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 09:08;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 09:08;White Americano (Grinder 1, Milk 1, Small);White Americano
18.09.2019 09:07;Kaffee (Grinder 2, Small);Coffee
18.09.2019 09:06;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 09:06;Espresso (Grinder 1, Small);Espresso
18.09.2019 09:05;Latte Macchiato (Grinder 1, Milk 1, Small);Latte Macchiato
18.09.2019 09:04;Tee (Small);Tea
18.09.2019 09:04;Tee (Small);Tea
18.09.2019 09:04;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 09:02;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
18.09.2019 09:01;Kaffee (Grinder 2, Small);Coffee
18.09.2019 09:01;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
18.09.2019 09:00;Kaffee (Grinder 2, Small);Coffee
18.09.2019 08:50;Kaffee (Grinder 2, Small);Coffee
18.09.2019 08:48;Tee (Small);Tea
18.09.2019 08:48;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 08:42;Kaffee (Grinder 2, Small);Coffee
18.09.2019 08:41;Kaffee (Grinder 2, Small);Coffee
18.09.2019 08:37;Kaffee (Grinder 2, Small);Coffee
18.09.2019 07:59;Kaffee (Grinder 2, Small);Coffee
18.09.2019 07:57;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
18.09.2019 07:35;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 07:32;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
18.09.2019 07:29;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
18.09.2019 07:24;Kaffee (Grinder 2, Small);Coffee
18.09.2019 07:23;Espresso (Grinder 1, Small);Espresso
18.09.2019 07:18;Kaffee (Grinder 2, Small);Coffee
18.09.2019 07:15;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
18.09.2019 07:14;Espresso (Grinder 1, Small);Espresso
18.09.2019 07:12;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
18.09.2019 07:11;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
18.09.2019 07:10;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
18.09.2019 07:05;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 07:03;Kaffee (Grinder 2, Small);Coffee
18.09.2019 06:53;Tee (Small);Tea
18.09.2019 06:53;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 06:52;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
18.09.2019 06:52;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
18.09.2019 06:51;Kaffee (Grinder 2, Small);Coffee
18.09.2019 06:51;Kaffee (Grinder 2, Small);Coffee
18.09.2019 06:50;Ristretto (Grinder 1, Small);Ristretto
18.09.2019 06:49;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 06:48;Tee (Small);Tea
18.09.2019 06:48;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 06:46;White Americano (Grinder 1, Milk 1, Small);White Americano
18.09.2019 06:45;Espresso (Grinder 1, Small);Espresso
18.09.2019 06:42;Kaffee (Grinder 2, Small);Coffee
18.09.2019 06:40;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
18.09.2019 06:38;Milch (Milk 1, Small);Milk
18.09.2019 06:37;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 06:35;Kaffee (Grinder 2, Small);Coffee
18.09.2019 06:35;Kaffee (Grinder 2, Small);Coffee
18.09.2019 06:29;Tee (Small);Tea
18.09.2019 06:29;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 06:28;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 06:25;Kaffee (Grinder 2, Small);Coffee
18.09.2019 06:22;Tee (Small);Tea
18.09.2019 06:22;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 06:21;Tee (Small);Tea
18.09.2019 06:21;Tee (Small);Tea
18.09.2019 06:20;Kaffee (Grinder 2, Small);Coffee
18.09.2019 06:13;Schale Dunkel  (Grinder 2, Milk 1, Small);Milk Coffee (Time Optimized)
18.09.2019 06:10;Kaffee (Grinder 2, Small);Coffee
18.09.2019 06:08;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
18.09.2019 06:00;Double Espresso (Grinder 1, Small);Espresso
18.09.2019 05:58;Tee (Small);Tea
18.09.2019 05:58;Tee (Small);Tea
18.09.2019 05:57;Tee (Small);Tea
18.09.2019 05:57;Tee (Small);Tea
18.09.2019 05:57;Tee (Small);Tea
18.09.2019 05:56;Kaffee (Grinder 2, Small);Coffee
18.09.2019 05:50;Kaffee (Grinder 2, Small);Coffee
17.09.2019 18:07;Double Espresso (Grinder 1, Small);Espresso
17.09.2019 16:13;Double Espresso (Grinder 1, Small);Espresso
17.09.2019 16:03;Ristretto (Grinder 1, Small);Ristretto
17.09.2019 16:02;Espresso (Grinder 1, Small);Espresso
17.09.2019 15:57;Espresso (Grinder 1, Small);Espresso
17.09.2019 15:32;_Cleaning;_Cleaning
17.09.2019 15:00;Espresso (Grinder 1, Small);Espresso
17.09.2019 14:55;Double Espresso (Grinder 1, Small);Espresso
17.09.2019 14:54;Double Espresso (Grinder 1, Small);Espresso
17.09.2019 14:52;Double Espresso (Grinder 1, Small);Espresso
17.09.2019 14:51;Double Espresso (Grinder 1, Small);Espresso
17.09.2019 14:50;Double Espresso (Grinder 1, Small);Espresso
17.09.2019 14:49;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
17.09.2019 14:49;Kaffee (Grinder 2, Small);Coffee
17.09.2019 14:48;Double Espresso (Grinder 1, Small);Espresso
17.09.2019 14:47;Double Espresso (Grinder 1, Small);Espresso
17.09.2019 14:47;Espresso (Grinder 1, Small);Espresso
17.09.2019 14:46;Double Espresso (Grinder 1, Small);Espresso
17.09.2019 14:40;Espresso Macchiato (Grinder 1, Milk 1, Small);Espresso Macchiato
17.09.2019 14:36;Espresso (Grinder 1, Small);Espresso
17.09.2019 14:36;Espresso (Grinder 1, Small);Espresso
17.09.2019 14:09;Espresso (Grinder 1, Small);Espresso
17.09.2019 14:08;Double Espresso (Grinder 1, Small);Espresso
17.09.2019 14:07;Kaffee (Grinder 2, Small);Coffee
17.09.2019 14:00;Kaffee (Grinder 2, Small);Coffee
17.09.2019 13:21;Espresso (Grinder 1, Small);Espresso
17.09.2019 13:21;Ristretto (Grinder 1, Small);Ristretto
17.09.2019 13:17;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
17.09.2019 13:16;Espresso (Grinder 1, Small);Espresso
17.09.2019 13:11;Double Espresso (Grinder 1, Small);Espresso
17.09.2019 13:02;Double Espresso (Grinder 1, Small);Espresso
17.09.2019 13:02;Double Espresso (Grinder 1, Small);Espresso
17.09.2019 12:59;Cappuccino  (Grinder 1, Milk 1, Small);Cappuccino (Time Optimized)
17.09.2019 12:52;Tee (Small);Tea
