Date;Product_Category;Extraction_Time
17.07.2019 14:52;Espresso;22.54
17.07.2019 14:52;Espresso;13.18
17.07.2019 14:51;Espresso Macchiato;14.72
17.07.2019 14:50;Espresso;15.29
17.07.2019 14:50;Ristretto;7.56
17.07.2019 14:49;Coffee;25.23
17.07.2019 14:49;Espresso;14.14
17.07.2019 14:48;Espresso;16.96
17.07.2019 14:47;Espresso;15.66
17.07.2019 14:37;Espresso;11.58
17.07.2019 14:24;Coffee;23.29
17.07.2019 14:20;Cappuccino (Time Optimized);10.23
17.07.2019 13:35;Espresso;12.17
17.07.2019 13:27;Milk Coffee (Time Optimized);14.97
17.07.2019 13:24;Tea;0
17.07.2019 12:54;Tea;0
17.07.2019 12:54;Tea;0
17.07.2019 12:29;Espresso;15.04
17.07.2019 12:28;Tea;0
17.07.2019 12:27;Espresso;14.68
17.07.2019 12:27;Espresso;16.13
17.07.2019 12:26;Espresso;15.98
17.07.2019 12:25;Espresso;14.52
17.07.2019 12:24;Milk Coffee (Time Optimized);14.57
17.07.2019 12:23;Espresso;20
17.07.2019 12:23;Espresso;19.67
17.07.2019 12:22;Espresso;15.85
17.07.2019 12:21;Espresso;0
17.07.2019 12:20;Espresso;11.1
17.07.2019 12:16;Ristretto;9.9
17.07.2019 12:15;Espresso;16.5
17.07.2019 12:14;Espresso;10.47
17.07.2019 12:10;Espresso;17.07
17.07.2019 12:10;Milk Foam;0
17.07.2019 12:09;Milk;0
17.07.2019 12:09;Coffee;26.92
17.07.2019 12:06;Cappuccino (Time Optimized);12.11
17.07.2019 12:04;Espresso Macchiato;9.49
17.07.2019 12:04;Cappuccino (Time Optimized);10.12
17.07.2019 12:02;Espresso;9.99
17.07.2019 11:59;Espresso;15.43
17.07.2019 11:58;Espresso;18.18
17.07.2019 11:40;Espresso;14.55
17.07.2019 11:21;Milk Coffee (Time Optimized);16.51
17.07.2019 11:17;Espresso;18.24
17.07.2019 11:17;Espresso;17.43
17.07.2019 11:16;Espresso;15.59
17.07.2019 10:52;Espresso;15.77
17.07.2019 10:19;Tea;0
17.07.2019 10:19;Espresso;16.53
17.07.2019 10:18;Espresso;14.28
17.07.2019 09:51;Espresso;11.55
17.07.2019 09:22;Espresso;16.3
17.07.2019 09:21;Espresso;0
17.07.2019 09:18;Milk Foam;0
17.07.2019 09:16;Espresso;11.68
17.07.2019 09:16;Espresso;13.87
17.07.2019 09:15;Espresso;15.14
17.07.2019 09:14;Tea;0
17.07.2019 09:14;Espresso;17.35
17.07.2019 09:13;Ristretto;9.03
17.07.2019 09:13;Coffee;18.85
17.07.2019 09:12;Coffee;25.06
17.07.2019 09:11;Cappuccino (Time Optimized);13.19
17.07.2019 09:11;Latte Macchiato;8.63
17.07.2019 09:10;Coffee;26.69
17.07.2019 09:09;Espresso;21.19
17.07.2019 09:08;Espresso;20.47
17.07.2019 09:07;Milk Coffee (Time Optimized);15.73
17.07.2019 09:07;Espresso;18.23
17.07.2019 09:06;Coffee;20.9
17.07.2019 09:05;Coffee;27.11
17.07.2019 09:05;Cappuccino (Time Optimized);13.3
17.07.2019 09:04;Coffee;27.2
17.07.2019 09:03;Cappuccino (Time Optimized);12.74
17.07.2019 09:03;Coffee;30.77
17.07.2019 09:02;Espresso;14.81
17.07.2019 08:59;Espresso;14.07
17.07.2019 08:55;Coffee;0
17.07.2019 08:52;Coffee;26.71
17.07.2019 08:51;Coffee;0
17.07.2019 08:35;Tea;0
17.07.2019 08:35;Espresso;17.74
17.07.2019 08:03;Espresso;12.54
17.07.2019 08:02;Cappuccino (Time Optimized);11.96
17.07.2019 08:00;Ristretto;9.17
17.07.2019 07:59;Ristretto;7.64
17.07.2019 07:56;Coffee;22.16
17.07.2019 07:55;Latte Macchiato;8.23
17.07.2019 07:47;Cappuccino (Time Optimized);11.65
17.07.2019 07:30;Cappuccino (Time Optimized);10.43
17.07.2019 07:27;Coffee;22.82
17.07.2019 07:26;Coffee;22.69
17.07.2019 07:21;Espresso;10.92
17.07.2019 07:13;Cappuccino (Time Optimized);14.5
17.07.2019 07:12;Cappuccino (Time Optimized);9.35
17.07.2019 07:11;Coffee;20.73
17.07.2019 07:04;Espresso;0
17.07.2019 07:03;Espresso;12.19
17.07.2019 06:59;Tea;0
17.07.2019 06:59;Espresso;14.23
17.07.2019 06:53;Espresso Macchiato;14.24
17.07.2019 06:52;Cappuccino (Time Optimized);10.89
17.07.2019 06:51;Coffee;0
17.07.2019 06:48;White Americano;12.72
17.07.2019 06:41;Espresso;22.34
17.07.2019 06:40;Espresso;22.49
17.07.2019 06:40;Espresso;16.18
17.07.2019 06:34;Cappuccino (Time Optimized);14.5
17.07.2019 06:33;Tea;0
17.07.2019 06:33;Espresso;15.35
17.07.2019 06:29;Coffee;22.79
17.07.2019 06:23;Coffee;25.26
17.07.2019 06:22;Espresso;22.35
17.07.2019 06:21;Coffee;26.6
17.07.2019 06:21;Coffee;21.03
17.07.2019 06:20;Tea;0
17.07.2019 06:20;Tea;0
17.07.2019 06:19;Milk Coffee (Time Optimized);15.73
17.07.2019 06:19;Milk Coffee (Time Optimized);14.57
17.07.2019 06:14;Coffee;23.67
17.07.2019 06:13;Coffee;20.53
17.07.2019 06:08;Coffee;21.94
17.07.2019 06:07;Coffee;28.83
17.07.2019 06:06;Tea;0
17.07.2019 06:06;Espresso;24.83
17.07.2019 06:05;Espresso;17.3
17.07.2019 06:05;Cappuccino (Time Optimized);13.63
17.07.2019 06:03;Cappuccino (Time Optimized);11.11
17.07.2019 06:01;Coffee;0
17.07.2019 06:00;Milk Foam;0
17.07.2019 06:00;Latte Macchiato;11.22
17.07.2019 05:59;Espresso;14.12
17.07.2019 05:55;Coffee;23.41
17.07.2019 05:54;Coffee;20.36
17.07.2019 05:53;Coffee;19.27
17.07.2019 05:51;Tea;0
17.07.2019 05:51;Tea;0
17.07.2019 05:51;Tea;0
17.07.2019 05:46;Coffee;24.08
16.07.2019 15:30;_Cleaning;0
16.07.2019 14:58;Espresso;15.92
16.07.2019 14:53;Espresso;20.67
16.07.2019 14:52;Espresso;21.44
16.07.2019 14:52;Espresso;12.81
16.07.2019 14:51;Espresso;7.65
16.07.2019 14:50;Espresso;14.41
16.07.2019 14:48;Espresso;14.05
16.07.2019 14:47;Espresso;14.5
16.07.2019 14:42;Espresso;15.08
16.07.2019 14:14;Cappuccino (Time Optimized);10.22
16.07.2019 13:50;Coffee;16.37
16.07.2019 13:42;Coffee;20.65
16.07.2019 13:32;Milk Coffee (Time Optimized);15.01
16.07.2019 13:26;Espresso;9.74
16.07.2019 13:25;Cappuccino (Time Optimized);9.57
16.07.2019 13:17;Espresso;14.98
16.07.2019 13:03;Espresso;13.22
16.07.2019 13:01;Espresso;22.03
16.07.2019 13:00;Espresso;17.57
16.07.2019 12:54;Tea;0
16.07.2019 12:54;Tea;0
16.07.2019 12:48;Espresso;13.63
16.07.2019 12:48;Espresso;0
16.07.2019 12:44;Espresso;11.23
16.07.2019 12:33;Espresso;18.43
16.07.2019 12:28;Espresso;18.99
16.07.2019 12:27;Espresso;8.12
16.07.2019 12:20;Coffee;0
16.07.2019 12:17;Espresso;19.54
16.07.2019 12:16;Espresso;11.99
16.07.2019 12:13;Espresso Macchiato;11.54
16.07.2019 12:12;Espresso;15.24
16.07.2019 12:12;Espresso;14.95
16.07.2019 12:11;Espresso;16.28
16.07.2019 12:10;Espresso;20.83
16.07.2019 12:10;Espresso;20.63
16.07.2019 12:09;Coffee;0
16.07.2019 12:09;Espresso;15.17
16.07.2019 12:08;White Americano;0
16.07.2019 12:08;Espresso;14.48
16.07.2019 12:05;Espresso;12.83
16.07.2019 12:03;Espresso;18.48
16.07.2019 12:00;Espresso;14.69
16.07.2019 12:00;Espresso;17.2
16.07.2019 11:17;Cappuccino (Time Optimized);10.32
16.07.2019 11:04;Cappuccino (Time Optimized);12.73
16.07.2019 11:04;Espresso;18.59
16.07.2019 10:29;Cappuccino (Time Optimized);15.54
16.07.2019 10:28;Espresso;16.39
16.07.2019 10:27;Espresso;13.2
16.07.2019 10:26;Espresso;9.69
16.07.2019 09:40;Coffee;17.94
16.07.2019 09:37;White Americano;13.58
16.07.2019 09:33;Cappuccino (Time Optimized);11.43
16.07.2019 09:32;Coffee;17.76
16.07.2019 09:22;Milk;0
16.07.2019 09:22;Espresso;22.87
16.07.2019 09:20;Espresso;17.93
16.07.2019 09:15;Milk Coffee (Time Optimized);11.84
16.07.2019 09:15;Milk Coffee (Time Optimized);12.33
16.07.2019 09:13;Ristretto;9.43
16.07.2019 09:11;Espresso;11.55
16.07.2019 09:09;Latte Macchiato;11.65
16.07.2019 09:08;Coffee;25.88
16.07.2019 09:07;Espresso Macchiato;11.81
16.07.2019 09:06;Cappuccino (Time Optimized);15.51
16.07.2019 09:06;Cappuccino (Time Optimized);15.51
16.07.2019 09:05;Espresso;24.49
16.07.2019 09:04;Coffee;23.81
16.07.2019 09:04;Espresso;16.17
16.07.2019 09:03;Espresso;12.78
16.07.2019 09:03;Milk Coffee (Time Optimized);15.34
16.07.2019 09:02;Cappuccino (Time Optimized);12.32
16.07.2019 09:01;Espresso;11.44
16.07.2019 08:54;Cappuccino (Time Optimized);13.94
16.07.2019 08:54;Coffee;18.25
16.07.2019 08:52;Coffee;0
16.07.2019 08:30;Tea;0
16.07.2019 08:30;Tea;0
16.07.2019 08:15;Tea;0
16.07.2019 08:03;Tea;0
16.07.2019 08:03;Espresso;10.35
16.07.2019 07:58;Ristretto;8.09
16.07.2019 07:57;Ristretto;6.58
16.07.2019 07:54;Espresso;14.95
16.07.2019 07:48;Espresso;14.25
16.07.2019 07:32;Espresso;9.65
16.07.2019 07:28;Coffee;18.77
16.07.2019 07:22;Coffee;21.33
16.07.2019 07:21;Coffee;22.62
16.07.2019 07:20;Espresso Macchiato;8.47
16.07.2019 07:18;Espresso;0
16.07.2019 07:15;Espresso;10.52
16.07.2019 07:12;Espresso;9.69
16.07.2019 07:10;White Americano;13.94
16.07.2019 07:09;Coffee;22.51
16.07.2019 06:58;Cappuccino (Time Optimized);10.78
16.07.2019 06:52;Espresso Macchiato;10.91
16.07.2019 06:51;Tea;0
16.07.2019 06:51;Espresso;12.75
16.07.2019 06:47;White Americano;9.99
16.07.2019 06:45;Coffee;20.83
16.07.2019 06:40;Cappuccino (Time Optimized);10.18
16.07.2019 06:34;Cappuccino (Time Optimized);11.31
16.07.2019 06:29;Coffee;0
16.07.2019 06:28;Coffee;22.16
16.07.2019 06:27;Coffee;27.51
16.07.2019 06:26;Espresso;20.19
16.07.2019 06:25;Espresso;21.16
16.07.2019 06:24;Coffee;20.4
16.07.2019 06:21;Coffee;24.31
16.07.2019 06:21;Coffee;28.2
16.07.2019 06:20;Tea;0
16.07.2019 06:20;Espresso;21.61
16.07.2019 06:19;Espresso;18.45
16.07.2019 06:06;Coffee;25.97
16.07.2019 06:03;Cappuccino (Time Optimized);12.31
16.07.2019 06:01;Milk Coffee (Time Optimized);15.1
16.07.2019 06:01;Milk Coffee (Time Optimized);11.13
16.07.2019 05:53;Coffee;21.12
16.07.2019 05:49;Tea;0
16.07.2019 05:48;Tea;0
16.07.2019 05:48;Tea;0
16.07.2019 05:46;Coffee;25.93
15.07.2019 16:29;Espresso;16.72
15.07.2019 15:33;_Cleaning;0
15.07.2019 15:01;Coffee;0
15.07.2019 14:59;Milk Coffee (Time Optimized);0
15.07.2019 14:57;Espresso;0
15.07.2019 14:57;Espresso;10.79
15.07.2019 14:53;Espresso;18.64
15.07.2019 14:51;Tea;0
15.07.2019 14:51;Tea;0
15.07.2019 14:48;Espresso;21.91
15.07.2019 14:48;Milk Coffee (Time Optimized);16.52
15.07.2019 14:47;Espresso;18.89
15.07.2019 14:41;Espresso;0
15.07.2019 14:41;Espresso;14.82
15.07.2019 14:40;Cappuccino (Time Optimized);11.94
15.07.2019 14:38;Espresso;20.52
15.07.2019 14:37;Espresso;10.31
15.07.2019 13:50;Espresso;10.59
15.07.2019 13:46;Milk Coffee (Time Optimized);15.35
15.07.2019 13:15;Espresso;0
15.07.2019 13:03;Espresso;13.88
15.07.2019 13:02;Coffee;0
15.07.2019 12:55;Espresso;11.53
15.07.2019 12:53;Tea;0
15.07.2019 12:53;Tea;0
15.07.2019 12:45;Espresso;12.79
15.07.2019 12:44;Coffee;32.16
15.07.2019 12:44;Espresso;10.02
15.07.2019 12:36;Espresso;11.71
15.07.2019 12:33;Espresso;17.62
15.07.2019 12:29;Cappuccino (Time Optimized);11.51
15.07.2019 12:29;Espresso;14.47
15.07.2019 12:26;Espresso;19.85
15.07.2019 12:26;Espresso;12.3
15.07.2019 12:25;Tea;0
15.07.2019 12:25;Espresso;16.24
15.07.2019 12:24;Espresso;14.6
15.07.2019 12:19;Cappuccino (Time Optimized);13.08
15.07.2019 12:18;Espresso;20.26
15.07.2019 12:17;Espresso;14.91
15.07.2019 12:16;Espresso;11.98
15.07.2019 12:14;Espresso;17.85
15.07.2019 12:13;Espresso;16.94
15.07.2019 12:11;Espresso;22.11
15.07.2019 12:10;Espresso;10.3
15.07.2019 11:21;Espresso;0
15.07.2019 11:20;Espresso;18.46
15.07.2019 09:47;Tea;0
15.07.2019 09:35;Cappuccino (Time Optimized);12.03
15.07.2019 09:34;Coffee;27.6
15.07.2019 09:19;Espresso;0
15.07.2019 09:19;Espresso;0
15.07.2019 09:18;Espresso Macchiato;9.16
15.07.2019 09:17;Coffee;0
15.07.2019 09:15;Espresso;10.34
15.07.2019 09:11;Ristretto;9.81
15.07.2019 09:10;Coffee;23.1
15.07.2019 09:09;Coffee;27.3
15.07.2019 09:07;Espresso;23.83
15.07.2019 09:07;Cappuccino (Time Optimized);13.74
15.07.2019 09:06;Tea;0
15.07.2019 09:06;Espresso;17.78
15.07.2019 09:05;Espresso;0
15.07.2019 09:04;Latte Macchiato;10.38
15.07.2019 09:04;Espresso;14.42
15.07.2019 09:03;Cappuccino (Time Optimized);12.64
15.07.2019 09:02;Cappuccino (Time Optimized);12.26
15.07.2019 09:01;Coffee;20.98
15.07.2019 08:59;Coffee;28.14
15.07.2019 08:58;Espresso;16.89
15.07.2019 08:51;Coffee;21.34
15.07.2019 08:48;Coffee;0
15.07.2019 08:24;Tea;0
15.07.2019 08:24;Espresso;23.99
15.07.2019 08:23;Espresso;12.44
15.07.2019 08:22;Tea;0
15.07.2019 08:14;Milk Coffee (Time Optimized);15.74
15.07.2019 08:03;Tea;0
15.07.2019 08:02;Tea;0
15.07.2019 08:01;Espresso;13.53
15.07.2019 08:00;Ristretto;10.75
15.07.2019 07:59;Espresso;14.41
15.07.2019 07:58;Coffee;23.82
15.07.2019 07:57;Coffee;23.89
15.07.2019 07:44;Coffee;24.28
15.07.2019 07:43;Coffee;20.29
15.07.2019 07:34;Coffee;28.39
15.07.2019 07:22;Espresso;14.03
15.07.2019 07:20;Coffee;20.36
15.07.2019 07:13;Cappuccino (Time Optimized);11.75
15.07.2019 07:10;Coffee;31.02
15.07.2019 07:09;Espresso;0
15.07.2019 07:08;Espresso;11.96
15.07.2019 06:55;White Americano;14.66
15.07.2019 06:51;Milk Coffee (Time Optimized);14.81
15.07.2019 06:44;White Americano;21.56
15.07.2019 06:43;Coffee;24.84
15.07.2019 06:40;Coffee;22.7
15.07.2019 06:38;Coffee;18.51
15.07.2019 06:29;Coffee;0
15.07.2019 06:26;Coffee;34.38
15.07.2019 06:23;Tea;0
15.07.2019 06:23;Espresso;20.47
15.07.2019 06:22;Espresso;21.91
15.07.2019 06:21;Coffee;0
15.07.2019 06:07;Cappuccino (Time Optimized);12.98
15.07.2019 06:05;Cappuccino (Time Optimized);13.95
15.07.2019 06:04;Milk Coffee (Time Optimized);16.51
15.07.2019 06:03;Milk Coffee (Time Optimized);16.51
15.07.2019 06:01;Coffee;24.02
15.07.2019 06:00;Coffee;29.63
15.07.2019 05:59;Milk Coffee (Time Optimized);0
15.07.2019 05:58;Milk Coffee (Time Optimized);16.51
15.07.2019 05:55;Tea;0
15.07.2019 05:54;Tea;0
15.07.2019 05:54;Tea;0
15.07.2019 05:51;Coffee;27.8
15.07.2019 05:50;Coffee;25.26
15.07.2019 05:49;Espresso;9.26
15.07.2019 05:22;Coffee;26.08
15.07.2019 05:22;Coffee;0
12.07.2019 15:30;_Cleaning;0
12.07.2019 15:05;Tea;0
12.07.2019 15:04;Tea;0
12.07.2019 15:04;Espresso;16.17
12.07.2019 15:00;Espresso;11.68
12.07.2019 14:58;Espresso;16.42
12.07.2019 14:55;Espresso;18.47
12.07.2019 14:54;Ristretto;7.96
12.07.2019 14:51;Espresso;14.23
12.07.2019 14:50;Espresso;21.49
12.07.2019 14:49;Espresso;17.17
12.07.2019 14:47;Milk Foam;0
12.07.2019 14:46;Espresso;0
12.07.2019 14:45;Espresso;11.54
12.07.2019 14:17;Cappuccino (Time Optimized);11.98
12.07.2019 14:04;Coffee;22.88
12.07.2019 13:31;Coffee;0
12.07.2019 13:30;Cappuccino (Time Optimized);11.12
12.07.2019 13:01;Espresso;16.96
12.07.2019 12:58;Espresso;14.35
12.07.2019 12:54;Tea;0
12.07.2019 12:54;Tea;0
12.07.2019 12:43;Espresso;11.04
12.07.2019 12:42;Espresso;11.44
12.07.2019 12:39;Espresso;13.77
12.07.2019 12:38;Ristretto;10.25
12.07.2019 12:38;Espresso;20.67
12.07.2019 12:36;Espresso;16.17
12.07.2019 12:34;Espresso;17.61
12.07.2019 12:33;Espresso;11.28
12.07.2019 12:33;Espresso;11.89
12.07.2019 12:32;Espresso;0
12.07.2019 12:32;Espresso;0
12.07.2019 12:27;Espresso;19.77
12.07.2019 12:26;Espresso;13.64
12.07.2019 12:26;Espresso;10.27
12.07.2019 12:23;Coffee;0
12.07.2019 12:22;Espresso Macchiato;11.65
12.07.2019 12:21;Espresso;13.97
12.07.2019 12:20;Espresso;10
12.07.2019 12:13;Espresso;14.62
12.07.2019 12:12;Espresso Macchiato;13.29
12.07.2019 12:11;Espresso Macchiato;12.72
12.07.2019 12:11;Espresso;17.33
12.07.2019 12:07;Espresso;18.64
12.07.2019 12:06;Espresso;15.58
12.07.2019 12:05;Espresso;19.42
12.07.2019 12:04;Espresso;14.27
12.07.2019 12:02;Espresso;22.79
12.07.2019 12:02;Espresso;17.35
12.07.2019 11:59;Coffee;0
12.07.2019 11:57;Espresso;12.05
12.07.2019 11:09;Milk Foam;0
12.07.2019 11:08;Cappuccino (Time Optimized);12.39
12.07.2019 11:07;Cappuccino (Time Optimized);11.74
12.07.2019 11:04;Cappuccino (Time Optimized);11.93
12.07.2019 10:52;Espresso;14.55
12.07.2019 10:46;Tea;0
12.07.2019 10:45;Tea;0
12.07.2019 10:44;Milk Foam;0
12.07.2019 10:20;Espresso;17.44
12.07.2019 09:58;Milk Coffee (Time Optimized);16.51
12.07.2019 09:46;Espresso;12.07
12.07.2019 09:34;Espresso;14.65
12.07.2019 09:29;Espresso;0
12.07.2019 09:29;Espresso;16.79
12.07.2019 09:27;Tea;0
12.07.2019 09:27;Tea;0
12.07.2019 09:26;Espresso;17.94
12.07.2019 09:20;Espresso;20.04
12.07.2019 09:19;Milk Foam;0
12.07.2019 09:18;Tea;0
12.07.2019 09:17;Espresso;13.16
12.07.2019 09:15;Coffee;0
12.07.2019 09:15;Milk Foam;0
12.07.2019 09:12;Espresso;12.19
12.07.2019 09:11;Cappuccino (Time Optimized);12.83
12.07.2019 09:10;Espresso;19.17
12.07.2019 09:09;Espresso;15.24
12.07.2019 09:09;Espresso;20.83
12.07.2019 09:07;Ristretto;10.62
12.07.2019 09:06;Milk Coffee (Time Optimized);16.51
12.07.2019 09:06;Cappuccino (Time Optimized);12.64
12.07.2019 09:05;Coffee;27.63
12.07.2019 09:05;Cappuccino (Time Optimized);14.35
12.07.2019 09:04;Coffee;27.42
12.07.2019 09:03;Coffee;32.26
12.07.2019 09:02;Espresso;23.98
12.07.2019 09:02;Coffee;27.11
12.07.2019 08:59;Milk Coffee (Time Optimized);15.89
12.07.2019 08:57;Coffee;30.12
12.07.2019 08:57;Coffee;24.89
12.07.2019 08:55;Coffee;0
12.07.2019 08:50;Coffee;24.8
12.07.2019 08:35;Espresso;0
12.07.2019 08:35;Espresso;10.83
12.07.2019 08:30;Milk Coffee (Time Optimized);15.06
12.07.2019 08:26;Ristretto;5.85
12.07.2019 08:16;Coffee;21.07
12.07.2019 08:07;Tea;0
12.07.2019 08:07;Tea;0
12.07.2019 08:00;Milk Coffee (Time Optimized);12.22
12.07.2019 07:58;Cappuccino (Time Optimized);11.81
12.07.2019 07:57;Espresso;0
12.07.2019 07:54;Cappuccino (Time Optimized);0
12.07.2019 07:53;Tea;0
12.07.2019 07:53;Coffee;20.63
12.07.2019 07:53;Espresso;11.57
12.07.2019 07:47;Espresso;13.86
12.07.2019 07:45;Espresso;0
12.07.2019 07:38;Coffee;18.34
12.07.2019 07:22;Milk Coffee (Time Optimized);13.17
12.07.2019 07:17;Espresso Macchiato;8.93
12.07.2019 07:16;Cappuccino (Time Optimized);7.81
12.07.2019 07:10;Tea;0
12.07.2019 07:10;Tea;0
12.07.2019 07:07;Coffee;26.44
12.07.2019 07:06;Ristretto;8.65
12.07.2019 07:05;Ristretto;6.98
12.07.2019 07:04;Cappuccino (Time Optimized);11.24
12.07.2019 07:00;Espresso;9.58
12.07.2019 06:55;Tea;0
12.07.2019 06:55;Espresso;14.8
12.07.2019 06:48;White Americano;13.2
12.07.2019 06:44;Coffee;19.59
12.07.2019 06:37;Coffee;0
12.07.2019 06:36;Coffee;21.39
12.07.2019 06:32;Coffee;25.9
12.07.2019 06:31;Coffee;24.87
12.07.2019 06:30;Coffee;0
12.07.2019 06:28;Milk Coffee (Time Optimized);11.24
12.07.2019 06:27;Milk;0
12.07.2019 06:24;Coffee;17.47
12.07.2019 06:20;Tea;0
12.07.2019 06:20;Tea;0
12.07.2019 06:18;Coffee;25.94
12.07.2019 06:12;Tea;0
12.07.2019 06:12;Espresso;20.49
12.07.2019 06:11;Espresso;19.77
12.07.2019 06:10;Coffee;23.4
12.07.2019 06:03;Milk Coffee (Time Optimized);16.52
12.07.2019 06:02;Milk Coffee (Time Optimized);16.39
12.07.2019 05:59;Coffee;23.58
12.07.2019 05:58;Coffee;22.64
12.07.2019 05:57;Milk Coffee (Time Optimized);14.79
12.07.2019 05:56;Milk Coffee (Time Optimized);15.58
12.07.2019 05:55;Cappuccino (Time Optimized);9.14
12.07.2019 05:36;Coffee;24.53
12.07.2019 05:35;Coffee;20.07
11.07.2019 15:57;Espresso;0
11.07.2019 15:33;_Cleaning;0
11.07.2019 15:08;Milk Coffee (Time Optimized);0
11.07.2019 14:58;Espresso;19.54
11.07.2019 14:57;Coffee;0
11.07.2019 14:56;Milk Coffee (Time Optimized);15.78
11.07.2019 14:53;Espresso;14.47
11.07.2019 14:53;Espresso;19.8
11.07.2019 14:52;Espresso;20
11.07.2019 14:51;Espresso;19.86
11.07.2019 14:51;Espresso;18.94
11.07.2019 14:50;Coffee;29.77
11.07.2019 14:49;Espresso;0
11.07.2019 14:48;Espresso;16.71
11.07.2019 14:47;Espresso;17.01
11.07.2019 14:16;Espresso;10.92
11.07.2019 13:49;Coffee;18.05
11.07.2019 13:48;Coffee;22.46
11.07.2019 13:20;Coffee;31.05
11.07.2019 13:19;Cappuccino (Time Optimized);10.51
11.07.2019 12:57;Espresso;19.5
11.07.2019 12:56;Tea;0
11.07.2019 12:55;Espresso;15.13
11.07.2019 12:45;Espresso;12.38
11.07.2019 12:43;Espresso;12.59
11.07.2019 12:37;Espresso;16.09
11.07.2019 12:23;Espresso;19.68
11.07.2019 12:23;Espresso;17.97
11.07.2019 12:21;Espresso Macchiato;11.41
11.07.2019 12:20;Espresso;0
11.07.2019 12:20;Milk Coffee (Time Optimized);16.51
11.07.2019 12:19;Espresso;22.03
11.07.2019 12:18;Espresso;14
11.07.2019 12:17;Espresso;10.94
11.07.2019 12:17;Coffee;27.48
11.07.2019 12:09;Espresso;16.76
11.07.2019 12:08;Cappuccino (Time Optimized);12.06
11.07.2019 12:08;Espresso;13.09
11.07.2019 12:01;Espresso;17.99
11.07.2019 11:58;Espresso;21.86
11.07.2019 11:58;Espresso;11.33
11.07.2019 11:24;Espresso;16.89
11.07.2019 11:16;Espresso;10.96
11.07.2019 11:00;Coffee;28.01
11.07.2019 10:59;Espresso;0
11.07.2019 10:59;Espresso;17.35
11.07.2019 10:40;Espresso;12.38
11.07.2019 10:37;Coffee;21.41
11.07.2019 10:29;Espresso;14.88
11.07.2019 10:21;Espresso;9.72
11.07.2019 10:19;Milk Coffee (Time Optimized);13.41
11.07.2019 09:30;Cappuccino (Time Optimized);10.46
11.07.2019 09:22;Tea;0
11.07.2019 09:22;Tea;0
11.07.2019 09:20;Espresso;9.81
11.07.2019 09:14;Milk Coffee (Time Optimized);16.51
11.07.2019 09:12;Espresso;22.58
11.07.2019 09:11;Ristretto;9.66
11.07.2019 09:11;Espresso;15.39
11.07.2019 09:10;Cappuccino (Time Optimized);13.44
11.07.2019 09:09;Espresso;21.15
11.07.2019 09:08;Espresso;24.46
11.07.2019 09:08;Espresso;29.45
11.07.2019 09:07;Cappuccino (Time Optimized);14.51
11.07.2019 09:06;Espresso;22.37
11.07.2019 09:05;Milk Coffee (Time Optimized);15.38
11.07.2019 09:05;Coffee;27.5
11.07.2019 09:04;Coffee;25.96
11.07.2019 09:03;Espresso;22.25
11.07.2019 09:03;Coffee;28.01
11.07.2019 09:02;Coffee;21.21
11.07.2019 08:59;Espresso Macchiato;10.37
11.07.2019 08:53;Coffee;31.7
11.07.2019 08:48;Milk;0
11.07.2019 08:46;Espresso;16.3
11.07.2019 08:34;Espresso;0
11.07.2019 08:33;Espresso;20.52
11.07.2019 08:05;Espresso;14.87
11.07.2019 08:01;Latte Macchiato;10.11
11.07.2019 08:00;Ristretto;8.9
11.07.2019 07:59;Ristretto;8.06
11.07.2019 07:48;Espresso;10.39
11.07.2019 07:36;Espresso;0
11.07.2019 07:36;Cappuccino (Time Optimized);10.22
11.07.2019 07:24;Cappuccino (Time Optimized);11.24
11.07.2019 07:21;Cappuccino (Time Optimized);9.41
11.07.2019 07:18;Coffee;22.91
11.07.2019 07:14;Espresso Macchiato;11.54
11.07.2019 07:13;Espresso;11.81
11.07.2019 07:12;Coffee;20.63
11.07.2019 07:10;Cappuccino (Time Optimized);8.81
11.07.2019 07:05;Espresso;15.86
11.07.2019 06:58;Espresso;15.09
11.07.2019 06:50;White Americano;13.07
11.07.2019 06:47;Coffee;27.66
11.07.2019 06:45;Cappuccino (Time Optimized);12.69
11.07.2019 06:45;Espresso;15.14
11.07.2019 06:35;Coffee;23.84
11.07.2019 06:34;Cappuccino (Time Optimized);9.12
11.07.2019 06:32;Milk Coffee (Time Optimized);16.49
11.07.2019 06:31;Milk;0
11.07.2019 06:21;Espresso;18.96
11.07.2019 06:17;Coffee;22.68
11.07.2019 06:13;Coffee;0
11.07.2019 06:13;Milk Coffee (Time Optimized);16.51
11.07.2019 06:12;Milk Coffee (Time Optimized);13.97
11.07.2019 06:11;Coffee;19.99
11.07.2019 06:06;Coffee;0
11.07.2019 06:05;Coffee;24.39
11.07.2019 06:03;Coffee;0
11.07.2019 06:02;Coffee;30.29
11.07.2019 06:01;Tea;0
11.07.2019 06:01;Espresso;19.55
11.07.2019 06:00;Espresso;15.87
11.07.2019 05:57;Coffee;23.82
11.07.2019 05:56;Tea;0
11.07.2019 05:56;Tea;0
11.07.2019 05:55;Coffee;22.34
11.07.2019 05:50;Coffee;23.36
11.07.2019 05:47;Tea;0
11.07.2019 05:47;Tea;0
11.07.2019 05:47;Tea;0
11.07.2019 05:41;Coffee;33.31
10.07.2019 15:34;Espresso;0
10.07.2019 15:25;_Cleaning;0
10.07.2019 14:59;Espresso;19.37
